SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,LOCALE_NAME,EntityType,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT,HOMELESS_ENROLLMENT,MIGRANT_ENROLLMENT,AYP_STATUS,AYP_PHASE,GRADE_3_MATH_TESTED,GRADE_3_MATH_PROFICIENT,GRADE_3_MATH_AVG_SS,GRADE_4_MATH_TESTED,GRADE_4_MATH_PROFICIENT,GRADE_4_MATH_AVG_SS,GRADE_5_MATH_TESTED,GRADE_5_MATH_PROFICIENT,GRADE_5_MATH_AVG_SS,GRADE_6_MATH_TESTED,GRADE_6_MATH_PROFICIENT,GRADE_6_MATH_AVG_SS,GRADE_7_MATH_TESTED,GRADE_7_MATH_PROFICIENT,GRADE_7_MATH_AVG_SS,GRADE_8_MATH_TESTED,GRADE_8_MATH_PROFICIENT,GRADE_8_MATH_AVG_SS,GRADE_3_READING_TESTED,GRADE_3_READING_PROFICIENT,GRADE_3_READING_AVG_SS,GRADE_4_READING_TESTED,GRADE_4_READING_PROFICIENT,GRADE_4_READING_AVG_SS,GRADE_5_READING_TESTED,GRADE_5_READING_PROFICIENT,GRADE_5_READING_AVG_SS,GRADE_6_READING_TESTED,GRADE_6_READING_PROFICIENT,GRADE_6_READING_AVG_SS,GRADE_7_READING_TESTED,GRADE_7_READING_PROFICIENT,GRADE_7_READING_AVG_SS,GRADE_8_READING_TESTED,GRADE_8_READING_PROFICIENT,GRADE_8_READING_AVG_SS,GRADE_5_SCIENCE_TESTED,GRADE_5_SCIENCE_PROFICIENT,GRADE_5_SCIENCE_AVG_SS,GRADE_8_SCIENCE_TESTED,GRADE_8_SCIENCE_PROFICIENT,GRADE_8_SCIENCE_AVG_SS,GRADE_6_SOCIAL_STUDIES_TESTED,GRADE_6_SOCIAL_STUDIES_PROFICIENT,GRADE_6_SOCIAL_STUDIES_AVG_SS,GRADE_9_SOCIAL_STUDIES_TESTED,GRADE_9_SOCIAL_STUDIES_PROFICIENT,GRADE_9_SOCIAL_STUDIES_AVG_SS,GRADE_11_MATH_TESTED,GRADE_11_MATH_PROFICIENT,GRADE_11_MATH_AVG_SS,GRADE_11_READING_TESTED,GRADE_11_READING_PROFICIENT,GRADE_11_READING_AVG_SS,GRADE_11_WRITING_TESTED,GRADE_11_WRITING_PROFICIENT,GRADE_11_WRITING_AVG_SS,GRADE_11_SCIENCE_TESTED,GRADE_11_SCIENCE_PROFICIENT,GRADE_11_SCIENCE_AVG_SS,GRADE_11_SOCIAL_STUDIES_TESTED,GRADE_11_SOCIAL_STUDIES_PROFICIENT,GRADE_11_SOCIAL_STUDIES_AVG_SS,GRADE_11_MATH_PERCENT_READY,GRADE_11_READING_PERCENT_READY,GRADE_11_SCIENCE_PERCENT_READY,GRADE_11_ENGLISH_PERCENT_READY,GRADE_11_ALL_SUBJECT_PERCENT_READY,COHORT_4_YEAR,GRADUATION_RATE_4_YEAR,DROPOUT_RATE_4_YEAR,GRADUATES_4_YEAR,DROPOUTS_4_YEAR,CONTINUING_4_YEAR,OTHER_COMPLETER_4_YEAR,COHORT_5_YEAR,GRADUATION_RATE_5_YEAR,DROPOUT_RATE_5_YEAR,GRADUATES_5_YEAR,DROPOUTS_5_YEAR,CONTINUING_5_YEAR,OTHER_COMPLETER_5_YEAR,COHORT_6_YEAR,GRADUATION_RATE_6_YEAR,DROPOUT_RATE_6_YEAR,GRADUATES_6_YEAR,DROPOUTS_6_YEAR,CONTINUING_6_YEAR,OTHER_COMPLETER_6_YEAR
"11 - 12 School Year","82","Wayne RESA","82738","Academy of International Studies","00000","Administrative Unit","Suburb: Large",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82912","Academy of Westland",,,,"PSA District","349","175","174","1","0","341","1","1","1","4","42","46","35","28","30","43","44","38","43","0","0","0","0","306","41","<10","0","0","No","0","27","< 10","317","30","< 10","411","40","< 10","498","44","< 10","607","37","< 10","707","42","< 10","799","27","13","319","29","< 10","407","40","12","511","44","18","616","37","11","711","42","18","814","44","< 10","498","42","< 10","807","44","< 10","600","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82912","Academy of Westland","08684","Academy Of Detroit--Westland","Not Specified","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82912","Academy of Westland","08334","Academy of Westland","Suburb: Large","PSA School","349","175","174","1","0","341","1","1","1","4","42","46","35","28","30","43","44","38","43","0","0","0","0","306","41","<10","0","0","No","0","27","< 10","317","30","< 10","411","40","< 10","498","44","< 10","607","37","< 10","707","42","< 10","799","27","13","319","29","< 10","407","40","12","511","44","18","616","37","11","711","42","18","814","44","< 10","498","42","< 10","807","44","< 10","600","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82912","Academy of Westland","00000","Administrative Unit","Suburb: Large",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)",,,,"PSA District","147","147","0","1","0","124","3","0","18","1","0","0","0","0","0","0","0","0","2","14","45","49","37","147","39","<10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","< 10","797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","< 10","806","0","0","0","2","< 10","798","0","0","0","9","< 10","887","19","< 10","1078.47","19","< 10","1099.42","18","< 10","1078.00","19","< 10","1082.16","19","< 10","1108.05","5.2600","10.5300","10.5300","26.3200","0.0000",,,,,,,,"2011","0.0000","100.0000","0","6","0","0","2010","9.0900","90.9100","2","20","0","0"
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)","09823","ACE Academy (SDA) - Calumet Center","Suburb: Large","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,"2011","0.0000","100.0000","0","2","0","0","2010","20.0000","80.0000","2","8","0","0"
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)","09824","ACE Academy (SDA) - Eliot Center","Not Specified","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)","09850","ACE Academy (SDA) -Glendale, Lincoln, Woodward, Jefferson","Suburb: Large","PSA School","147","147","0","1","0","124","3","0","18","1","0","0","0","0","0","0","0","0","2","14","45","49","37","147","39","<10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","< 10","797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","< 10","806","0","0","0","2","< 10","798","0","0","0","9","< 10","887","19","< 10","1078.47","19","< 10","1099.42","18","< 10","1078.00","19","< 10","1082.16","19","< 10","1108.05","5.2600","10.5300","10.5300","26.3200","0.0000","2012","12.5000","25.0000","4","8","17","3","2011","24.0000","52.0000","6","13","5","1","2010","28.5700","66.6700","6","14","0","1"
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)","03045","ACE Academy - Jefferson site","City: Large","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)","02308","ACE Academy - Woodward Place","Not Specified","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82998","ACE Academy (SDA)","00000","Administrative Unit","Suburb: Large",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82717","Achieve Charter Academy",,,,"PSA District","737","374","363","3","344","104","9","0","247","30","75","82","84","86","84","83","83","84","76","0","0","0","0","90","28","<10","0","0","Yes","0","86","64","349","84","56","445","83","59","550","83","56","647","84","64","757","76","46","842","86","68","345","83","64","438","83","73","550","83","70","643","84","71","752","76","68","842","83","31","544","76","13","827","83","52","626","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82717","Achieve Charter Academy","00110","Achieve Charter Academy","Rural: Fringe","PSA School","737","374","363","3","344","104","9","0","247","30","75","82","84","86","84","83","83","84","76","0","0","0","0","90","28","<10","0","0","Yes","0","86","64","349","84","56","445","83","59","550","83","56","647","84","64","757","76","46","842","86","68","345","83","64","438","83","73","550","83","70","643","84","71","752","76","68","842","83","31","544","76","13","827","83","52","626","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","82717","Achieve Charter Academy","00000","Administrative Unit","Rural: Fringe",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","63914","Advanced Technology Academy",,,,"PSA District","1323","632","691","0","2","1132","158","0","31","0","89","65","79","84","97","84","119","118","113","163","114","111","87","1057","119","<10","4","0","No","1","83","< 10","314","95","< 10","412","82","< 10","500","118","28","615","117","16","712","110","11","806","83","24","314","96","45","418","82","36","518","118","55","615","117","39","711","112","43","812","83","< 10","501","110","< 10","806","119","10","602","131","< 10","900","101","< 10","1081.42","101","25","1091.98","101","18","1083.74","101","< 10","1082.24","101","13","1106.98","4.9500","9.9000","0.9900","26.7300","0.9900","2012","86.4100","5.8300","89","6","8","0","2011","96.4300","3.5700","81","3","0","0","2010","92.7500","7.2500","64","5","0","0"
"11 - 12 School Year","82","Wayne RESA","63914","Advanced Technology Academy","00000","Administrative Unit","City: Midsize",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","63914","Advanced Technology Academy","01235","Advanced Technology - Livonia Campus","City: Small","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
"11 - 12 School Year","82","Wayne RESA","63914","Advanced Technology Academy","08707","Advanced Technology Academy","City: Small","PSA School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<10","<10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.0000","0.0000","0.0000","0.0000","0.0000",,,,,,,,,,,,,,,,,,,,,
