SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,Subgroup,MathPercentReady,MathNumAssessed,MathScoreAverage,MathCountReady,ReadingPercentReady,ReadingNumAssessed,ReadingScoreAverage,SciencePercentReady,ScienceNumAssessed,ScienceScoreAverage,EnglishPercentReady,EnglishNumAssessed,EnglishScoreAverage,AllSubjectPercentReady,AllSubjectNumAssessed,AllSubjectScoreAverage,AllCountReady,EBRWPercentReady,EBRWNumAssessed,EBRWScoreAverage,EBRWCountReady
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03276","Academy of The Americas High School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Migrant","<=10%","59","355.9000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","59","737.3000","<3","<=10%","59","381.4000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03276","Academy of The Americas High School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Military Connected","<=10%","59","355.9000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","59","737.3000","<3","<=10%","59","381.4000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03276","Academy of The Americas High School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03276","Academy of The Americas High School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students without IEP","<=10%","54","359.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","54","743.7000","<3","<=10%","54","384.3000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03276","Academy of The Americas High School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","White, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","All Students","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Economically Disadvantaged","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Female","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Foster Care","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Migrant","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Military Connected","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03284","Turning Point Academy","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","All Students","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Economically Disadvantaged","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Female","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Male","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Not English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Not Foster Care","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Not Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Not Migrant","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Not Military Connected","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03481","Legacy Academy","82","Wayne","LEA School","Middle_High School","City: Large","Wayne Region","         3","Students without IEP","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","<=5%","130","370.2000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","130","762.5000","<3","11.5000","130","392.3000","15"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Asian","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=5%","128","368.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","128","758.3000","<3","10.9000","128","390.2000","14"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=5%","113","367.1000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","113","759.7000","<3","11.5000","113","392.7000","13"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Female","<=10%","58","378.1000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","58","788.1000","<3","13.8000","58","410.0000","8"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Foster Care","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Male","<=5%","72","363.8000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","72","741.8000","<3","9.7000","72","378.1000","7"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","<=20%","17","390.6000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","17","780.6000","<3","<=20%","17","390.0000","<3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not English Language Learners","<=5%","130","370.2000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","130","762.5000","<3","11.5000","130","392.3000","15"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Foster Care","<=5%","129","370.2000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","129","762.6000","<3","11.6000","129","392.5000","15"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Homeless","<=5%","124","369.3000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","124","758.7000","<3","11.3000","124","389.4000","14"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Migrant","<=5%","130","370.2000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","130","762.5000","<3","11.5000","130","392.3000","15"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Military Connected","<=5%","130","370.2000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","130","762.5000","<3","11.5000","130","392.3000","15"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students with Disabilities","<=20%","22","344.1000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","695.0000","<3","<=20%","22","350.9000","<3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students without IEP","<=5%","108","375.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","108","776.2000","<3","13.9000","108","400.7000","15"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03540","Southeastern High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","White, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","All Students","10.1000","79","425.1000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.1000","79","901.5000","8","45.6000","79","476.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","10.5000","76","422.6000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.5000","76","896.4000","8","44.7000","76","473.8000","34"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=10%","51","420.0000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","51","881.6000","4","37.3000","51","461.6000","19"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Female","<=10%","49","423.1000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","49","896.1000","4","44.9000","49","473.1000","22"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Hispanic","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Male","<=20%","30","428.3000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","30","910.3000","4","46.7000","30","482.0000","14"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","<=20%","28","434.3000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","28","937.9000","4","60.7000","28","503.6000","17"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not English Language Learners","10.1000","79","425.1000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.1000","79","901.5000","8","45.6000","79","476.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Foster Care","10.1000","79","425.1000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.1000","79","901.5000","8","45.6000","79","476.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Homeless","10.1000","79","425.1000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.1000","79","901.5000","8","45.6000","79","476.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Migrant","10.1000","79","425.1000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.1000","79","901.5000","8","45.6000","79","476.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Military Connected","10.1000","79","425.1000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.1000","79","901.5000","8","45.6000","79","476.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students without IEP","10.8000","74","428.8000","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.8000","74","909.3000","8","48.6000","74","480.5000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Two or More Races","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","03638","The School at Marygrove","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","White, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","All Students","<=20%","18","384.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","18","812.2000","<3","33.3000","18","427.8000","6"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=50%","13","375.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","13","790.8000","<3","<=50%","13","415.4000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=50%","12","370.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","12","775.8000","<3","<=50%","12","405.8000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Female","<=50%","10","388.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","10","824.0000","<3","<=50%","10","436.0000","4"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Hispanic","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Male","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not English Language Learners","<=50%","14","384.3000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","14","810.7000","<3","<=50%","14","426.4000","4"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Foster Care","<=20%","18","384.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","18","812.2000","<3","33.3000","18","427.8000","6"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Homeless","<=20%","18","384.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","18","812.2000","<3","33.3000","18","427.8000","6"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Migrant","<=20%","18","384.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","18","812.2000","<3","33.3000","18","427.8000","6"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Not Military Connected","<=20%","18","384.4000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","18","812.2000","<3","33.3000","18","427.8000","6"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","Students without IEP","<=50%","15","382.7000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","15","816.7000","<3","<=50%","15","434.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04023","DPSCD Virtual School","82","Wayne","LEA School","Elem thru High School","City: Large","Wayne Region","         3","White, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","3.5000","395","379.9000","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.0000","395","786.4000","12","17.0000","395","406.5000","67"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","American Indian or Alaska Native","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Asian","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=10%","55","360.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","55","760.9000","<3","12.7000","55","400.4000","7"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=5%","284","378.8000","7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","284","784.5000","7","15.8000","284","405.6000","45"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","English Language Learners","<=5%","271","374.3000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","271","768.4000","3","12.5000","271","394.1000","34"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Female","<=5%","216","378.6000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","216","786.4000","4","16.7000","216","407.8000","36"
