SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,Subgroup,MathPercentReady,MathNumAssessed,MathScoreAverage,MathCountReady,ReadingPercentReady,ReadingNumAssessed,ReadingScoreAverage,SciencePercentReady,ScienceNumAssessed,ScienceScoreAverage,EnglishPercentReady,EnglishNumAssessed,EnglishScoreAverage,AllSubjectPercentReady,AllSubjectNumAssessed,AllSubjectScoreAverage,AllCountReady,EBRWPercentReady,EBRWNumAssessed,EBRWScoreAverage,EBRWCountReady
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Foster Care","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Hispanic","3.2000","311","383.4000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.6000","311","791.8000","8","18.3000","311","408.5000","57"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Male","5.6000","179","381.6000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","179","786.4000","8","17.3000","179","404.8000","31"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Military Connected","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","6.3000","111","382.8000","7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","111","791.4000","5","19.8000","111","408.6000","22"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not English Language Learners","8.1000","124","392.3000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.3000","124","825.8000","9","26.6000","124","433.5000","33"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Foster Care","3.6000","394","379.7000","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.0000","394","786.1000","12","17.0000","394","406.4000","67"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Homeless","3.6000","387","380.3000","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.1000","387","786.6000","12","17.1000","387","406.3000","66"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Migrant","3.5000","395","379.9000","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.0000","395","786.4000","12","17.0000","395","406.5000","67"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Military Connected","3.6000","391","380.0000","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.1000","391","786.8000","12","17.1000","391","406.8000","67"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students with Disabilities","<=20%","28","357.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","28","722.9000","<3","<=20%","28","365.4000","<3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students without IEP","3.8000","367","381.7000","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.3000","367","791.3000","12","18.3000","367","409.6000","67"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","04477","Western International High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","White, not of Hispanic origin","<=20%","27","377.8000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","27","775.9000","<3","<=20%","27","398.1000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","34.1000","223","487.8000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31.8000","223","1024.2000","71","80.3000","223","536.4000","179"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","American Indian or Alaska Native","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","34.2000","222","488.0000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","32.0000","222","1024.4000","71","80.2000","222","536.4000","178"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","28.6000","126","473.1000","36","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.2000","126","999.3000","33","76.2000","126","526.2000","96"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Female","32.0000","153","481.0000","49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.1000","153","1016.7000","46","78.4000","153","535.7000","120"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Male","38.6000","70","502.6000","27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","35.7000","70","1040.6000","25","84.3000","70","538.0000","59"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","41.2000","97","506.9000","40","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","39.2000","97","1056.6000","38","85.6000","97","549.7000","83"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not English Language Learners","34.4000","221","488.4000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","32.1000","221","1025.5000","71","81.0000","221","537.1000","179"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Foster Care","34.1000","223","487.8000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31.8000","223","1024.2000","71","80.3000","223","536.4000","179"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Homeless","34.1000","217","487.3000","74","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","32.3000","217","1024.5000","70","81.1000","217","537.1000","176"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Migrant","34.1000","223","487.8000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31.8000","223","1024.2000","71","80.3000","223","536.4000","179"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Military Connected","34.1000","223","487.8000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31.8000","223","1024.2000","71","80.3000","223","536.4000","179"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","06971","Renaissance High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students without IEP","34.4000","221","489.0000","76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","32.1000","221","1026.4000","71","81.0000","221","537.4000","179"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","<=20%","22","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","805.0000","<3","22.7000","22","430.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=20%","21","372.9000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","21","799.0000","<3","<=20%","21","426.2000","4"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=50%","11","365.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","11","777.3000","<3","<=50%","11","411.8000","<3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Hispanic","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Male","<=20%","22","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","805.0000","<3","22.7000","22","430.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","<=50%","11","384.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","11","832.7000","<3","<=50%","11","448.2000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not English Language Learners","<=20%","22","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","805.0000","<3","22.7000","22","430.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Foster Care","<=20%","22","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","805.0000","<3","22.7000","22","430.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Homeless","<=20%","20","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","20","800.0000","<3","<=20%","20","425.0000","4"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Migrant","<=20%","22","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","805.0000","<3","22.7000","22","430.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Military Connected","<=20%","22","375.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","22","805.0000","<3","22.7000","22","430.0000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07135","Frederick Douglass Academy for Young Men","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students without IEP","<=20%","20","376.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","20","807.0000","<3","25.0000","20","430.5000","5"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","<=5%","78","387.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","78","821.3000","3","29.5000","78","433.7000","23"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=5%","78","387.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","78","821.3000","3","29.5000","78","433.7000","23"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=5%","67","384.8000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","67","818.1000","3","29.9000","67","433.3000","20"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Female","<=10%","43","376.7000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","43","804.7000","<3","27.9000","43","427.9000","12"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Male","<=10%","35","400.9000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=10%","35","841.7000","<3","31.4000","35","440.9000","11"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","<=50%","11","404.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","11","840.9000","<3","<=50%","11","436.4000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not English Language Learners","<=5%","77","387.7000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","77","820.4000","3","28.6000","77","432.7000","22"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Foster Care","<=5%","78","387.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","78","821.3000","3","29.5000","78","433.7000","23"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Homeless","<=5%","78","387.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","78","821.3000","3","29.5000","78","433.7000","23"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Migrant","<=5%","78","387.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","78","821.3000","3","29.5000","78","433.7000","23"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Military Connected","<=5%","78","387.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","78","821.3000","3","29.5000","78","433.7000","23"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students with Disabilities","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07654","Communication and Media Arts High School","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students without IEP","<=5%","72","390.6000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","72","829.2000","3","30.6000","72","438.6000","22"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","5.4000","92","397.9000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.4000","92","854.7000","5","40.2000","92","456.7000","37"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=5%","90","393.8000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","90","844.7000","3","38.9000","90","450.9000","35"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=5%","69","393.9000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","69","845.8000","3","39.1000","69","451.9000","27"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Female","<=5%","64","393.0000","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=5%","64","848.6000","3","37.5000","64","455.6000","24"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Homeless","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Male","<=20%","28","409.3000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","28","868.6000","<3","46.4000","28","459.3000","13"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Economically Disadvantaged","<=20%","23","410.0000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","23","881.3000","<3","43.5000","23","471.3000","10"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not English Language Learners","5.5000","91","397.9000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.5000","91","855.2000","5","40.7000","91","457.3000","37"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Foster Care","5.4000","92","397.9000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.4000","92","854.7000","5","40.2000","92","456.7000","37"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Homeless","5.7000","88","399.0000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.7000","88","857.4000","5","40.9000","88","458.4000","36"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Migrant","5.4000","92","397.9000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.4000","92","854.7000","5","40.2000","92","456.7000","37"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Not Military Connected","5.4000","92","397.9000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.4000","92","854.7000","5","40.2000","92","456.7000","37"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students with Disabilities","<=50%","12","349.2000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","12","760.8000","<3","<=50%","12","411.7000","<3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Students without IEP","6.3000","80","405.3000","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.3000","80","868.8000","5","43.8000","80","463.5000","35"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Two or More Races","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","07794","Detroit School of Arts","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","White, not of Hispanic origin","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","All Students","<=20%","28","349.6000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","28","726.1000","<3","<=20%","28","376.4000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","American Indian or Alaska Native","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Black, not of Hispanic origin","<=20%","26","352.7000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","26","729.6000","<3","<=20%","26","376.9000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Economically Disadvantaged","<=20%","27","352.6000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=20%","27","729.3000","<3","<=20%","27","376.7000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","English Language Learners","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Female","<=50%","13","361.5000","<3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","13","748.5000","<3","<=50%","13","386.9000","3"
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","08929","West Side Academy of Information Technology and Cyber Security","82","Wayne","LEA School","High School","City: Large","Wayne Region","         3","Foster Care","*","<10","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","<10","*","*","*","<10","*","*"
