SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
"22 - 23 School Year","82","Wayne RESA","82015","Detroit Public Schools Community District","00000","All Buildings","82","Wayne","LEA District","City: Large","Wayne Region","3","371","11.30","2913","88.70","201","8.00","2321","92.00","903","19.60","3713.00","80.40"
